task_id,pattern,repeat_index,accuracy,completeness,coherence,usefulness,overall,total_tokens,duration_sec
cs_easy,refl2,2,5,4,5,5,5,2292,39.75
cs_med,refl2,0,5,3,5,5,4,3463,46.0
cs_med,refl2,1,5,3,5,5,4,5769,58.98
cs_med,refl2,2,5,3,5,5,4,4396,51.4
cs_hard,refl2,0,4,2,3,3,3,20955,157.63
cs_hard,refl2,1,4,2,4,3,3,18674,145.6
cs_hard,refl2,2,4,3,5,4,4,27017,189.64
hist_easy,refl2,0,5,5,5,4,5,1364,36.1
hist_easy,refl2,1,5,4,5,4,4,1313,34.48
hist_easy,refl2,2,5,5,5,5,5,1360,36.53
hist_med,refl2,0,4,3,4,4,4,2006,42.7
hist_med,refl2,1,4,3,4,4,4,2559,44.97
hist_med,refl2,2,5,4,5,5,5,2289,44.28
hist_hard,refl2,0,5,3,5,5,4,8841,84.07
hist_hard,refl2,1,4,2,4,3,3,9991,101.68
hist_hard,refl2,2,4,2,4,3,3,7840,81.8
eng_easy,refl2,0,5,5,5,5,5,1400,37.02
eng_easy,refl2,1,5,5,5,5,5,1479,37.7
eng_easy,refl2,2,5,5,5,5,5,1357,37.67
eng_med,refl2,0,4,3,5,4,4,5717,62.75
eng_med,refl2,1,4,3,4,4,4,7730,67.85
eng_med,refl2,2,4,3,4,4,4,6379,66.08
eng_hard,refl2,0,4,3,5,4,4,6793,94.6
eng_hard,refl2,1,4,3,5,4,4,8920,119.36
eng_hard,refl2,2,4,3,4,3,3,16451,182.24
biz_easy,refl2,0,5,3,5,4,4,3291,46.65
biz_easy,refl2,1,5,3,5,4,4,3236,45.09
biz_easy,refl2,2,5,3,5,4,4,3525,47.5
biz_med,refl2,0,5,4,5,5,5,11482,137.33
biz_med,refl2,1,5,3,5,4,4,6600,70.05
biz_med,refl2,2,5,3,5,4,4,4970,59.02
biz_hard,refl2,0,4,2,5,3,3,14930,171.19
biz_hard,refl2,1,4,2,5,3,3,7955,104.87
biz_hard,refl2,2,4,2,5,3,3,14146,176.33
sci_easy,sel3,0,5,3,3,4,3,3296,102.52
sci_easy,sel3,1,5,3,3,4,3,1498,65.49
sci_easy,sel3,2,5,4,3,4,4,1426,64.06
sci_med,sel3,0,5,2,4,3,3,8805,129.39
sci_med,sel3,1,5,2,4,3,3,6251,114.53
sci_med,sel3,2,5,2,4,3,3,7278,118.11
sci_hard,sel3,0,4,2,4,3,3,24022,311.51
sci_hard,sel3,1,4,2,4,3,3,16320,221.69
sci_hard,sel3,2,3,2,4,2,2,14273,216.53
cs_easy,sel3,0,5,3,5,4,4,6712,115.38
cs_easy,sel3,1,5,4,5,4,4,9084,121.13
cs_easy,sel3,2,5,4,5,5,5,5363,107.51
cs_med,sel3,0,5,3,5,4,4,10209,157.04
cs_med,sel3,1,5,3,5,4,4,8484,137.91
cs_med,sel3,2,5,3,5,4,4,9933,134.13
cs_hard,sel3,0,5,3,5,5,4,35483,306.51
cs_hard,sel3,1,5,3,5,5,4,34687,290.02
cs_hard,sel3,2,5,3,5,5,4,28194,247.34
hist_easy,sel3,0,5,5,5,4,5,1397,66.3
hist_easy,sel3,1,5,5,5,5,5,1290,66.03
hist_easy,sel3,2,4,4,5,4,4,1412,67.6
hist_med,sel3,0,4,3,4,3,3,2941,77.04
hist_med,sel3,1,4,3,4,3,3,2301,73.46
hist_med,sel3,2,4,4,5,4,4,1959,71.0
hist_hard,sel3,0,4,2,3,2,2,13100,198.73
hist_hard,sel3,1,4,3,4,3,3,13908,196.04
hist_hard,sel3,2,4,3,4,3,3,10496,118.92
eng_easy,sel3,0,5,5,5,5,5,1489,67.13
eng_easy,sel3,1,5,5,5,5,5,3323,99.87
eng_easy,sel3,2,5,5,5,5,5,3830,98.54
eng_med,sel3,0,4,2,4,4,3,7118,98.41
eng_med,sel3,1,4,2,4,4,3,10607,161.04
eng_med,sel3,2,4,2,4,4,3,10928,159.48
eng_hard,sel3,0,4,3,5,5,4,19204,260.63
eng_hard,sel3,1,4,3,5,4,4,14967,216.89
eng_hard,sel3,2,4,3,4,4,4,19047,256.35
biz_easy,sel3,0,5,2,4,4,3,3582,54.96
biz_easy,sel3,1,5,2,4,4,3,3868,59.81
biz_easy,sel3,2,5,2,4,4,3,2895,50.4
biz_med,sel3,0,4,3,5,5,4,6391,100.95
biz_med,sel3,1,5,2,4,4,3,7074,93.44
biz_med,sel3,2,5,2,4,4,3,4837,75.61
biz_hard,sel3,0,4,3,5,5,4,29606,308.67
biz_hard,sel3,1,4,3,5,4,4,9066,154.9
biz_hard,sel3,2,4,3,4,4,4,17103,227.95
sci_easy,debate3,0,5,5,5,5,5,12685,117.12
sci_easy,debate3,1,4,3,3,3,3,12391,119.96
sci_easy,debate3,2,5,5,5,5,5,6904,67.82
sci_med,debate3,0,5,2,5,5,4,16664,200.79
sci_med,debate3,1,5,2,5,5,4,18841,177.49
sci_med,debate3,2,4,2,3,2,2,19629,208.08
sci_hard,debate3,0,4,2,3,2,2,12827,144.08
sci_hard,debate3,1,4,2,4,3,3,15021,124.96
sci_hard,debate3,2,4,2,4,2,2,31340,341.74
cs_easy,debate3,0,5,4,5,4,4,11212,96.48
cs_easy,debate3,1,5,4,5,4,4,12728,117.67
cs_easy,debate3,2,5,4,5,4,4,11171,94.68
cs_med,debate3,0,5,4,5,5,5,14752,189.63
cs_med,debate3,1,4,3,4,3,3,19349,218.7
cs_med,debate3,2,5,3,5,4,4,16292,198.4
cs_hard,debate3,0,4,2,4,3,3,42329,451.66
cs_hard,debate3,1,4,2,4,3,3,45050,490.77
cs_hard,debate3,2,4,2,4,3,3,51559,594.81
hist_easy,debate3,0,5,5,5,5,5,13334,137.97
hist_easy,debate3,1,5,5,5,5,5,9987,89.64
hist_easy,debate3,2,4,4,4,4,4,4101,54.39
hist_med,debate3,0,4,4,5,4,4,3521,109.58
hist_med,debate3,1,4,4,5,4,4,10681,112.06
hist_med,debate3,2,4,4,5,4,4,14272,136.89
hist_hard,debate3,0,4,2,4,3,3,30128,404.07
hist_hard,debate3,1,4,2,4,3,3,18140,238.65
hist_hard,debate3,2,4,2,4,3,3,23119,303.55
eng_easy,debate3,0,5,4,5,5,5,8869,85.13
eng_easy,debate3,1,5,5,5,5,5,6749,71.92
eng_easy,debate3,2,5,4,5,5,5,10157,86.97
eng_med,debate3,0,4,2,4,3,3,13965,107.34
eng_med,debate3,1,4,2,4,3,3,15832,147.32
eng_med,debate3,2,5,2,5,3,3,9821,104.79
eng_hard,debate3,0,4,2,4,3,3,52175,617.83
eng_hard,debate3,1,4,2,4,3,3,26611,353.83
eng_hard,debate3,2,4,3,4,4,4,27360,329.28
biz_easy,debate3,0,5,3,5,4,4,13877,153.29
biz_easy,debate3,1,5,3,5,5,4,17293,205.71
biz_easy,debate3,2,5,3,5,5,4,16548,199.95
biz_med,debate3,0,5,3,4,5,4,16927,175.48
biz_med,debate3,1,5,4,5,5,4,27682,360.3
biz_med,debate3,2,5,4,5,5,4,18060,163.84
biz_hard,debate3,0,5,2,5,5,3,23680,263.43
biz_hard,debate3,1,5,2,5,5,3,12191,146.34
biz_hard,debate3,2,5,2,5,4,3,21618,273.23
