pattern,category,task_id,agent_turns,comparisons,converged,converged_at,final_similarity,max_similarity,mean_similarity,trend
sel4,B1,game_01,4,3,False,,0.08999748704863528,0.08999748704863528,0.06402496846916994,0.07583050995792938
sel4,B1,game_02,4,3,False,,0.08904528221663183,0.08904528221663183,0.056492383230242,0.0784069843442914
sel4,B1,game_03,3,2,False,,0.11575701510946655,0.11575701510946655,0.0666607089598855,0.0981926122991621
sel4,B1,eng_01,3,2,False,,0.11996427532920699,0.11996427532920699,0.06491620930891515,0.11009613204058369
sel4,B1,eng_02,4,3,False,,0.07494814693521096,0.07494814693521096,0.057864904238061614,0.046416866387801375
sel4,B1,eng_03,4,3,False,,0.07984512985600557,0.1027556788443421,0.06768511805163105,0.05939058440146012
sel4,B1,biz_01,4,3,False,,0.06423618373421285,0.06423618373421285,0.0493403775485324,0.04295123482282849
sel4,B1,biz_02,3,2,False,,0.07926923100597688,0.07926923100597688,0.06569551559145624,0.027147430829041287
sel4,B1,biz_03,4,3,False,,0.1179403942428035,0.1179403942428035,0.08164602877041577,0.05956958930591973
sel4,B1,med_01,3,2,False,,0.11570786150333194,0.11570786150333194,0.06326349558325542,0.10488873184015303
swm3,B2,sci_01,27,26,True,27,0.45833333333333337,0.45833333333333337,0.18598178137651822,0.3793859649122807
swm3,B2,sci_02,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,sci_03,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,cs_01,27,26,True,27,0.45833333333333337,0.45833333333333337,0.18598178137651822,0.3793859649122807
swm3,B2,cs_02,4,3,False,,0.005434782608695652,0.45833333333333337,0.18090516145436056,-0.07351258581235698
swm3,B2,cs_03,16,15,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,hist_01,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,hist_02,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,hist_03,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,phil_01,4,3,False,,0.00967741935483871,0.45833333333333337,0.1823193737030749,-0.06926994906621392
swm3,B2,phil_02,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,phil_03,10,9,False,,0.0,0.45833333333333337,0.153554783002803,-0.012295081967213115
swm3,B2,law_01,4,3,False,,0.002793296089385475,0.45833333333333337,0.18002466594792382,-0.07615407233166716
swm3,B2,law_02,4,3,False,,0.009036144578313253,0.45833333333333337,0.1821056154442331,-0.06991122384273937
swm3,B2,law_03,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,game_01,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,game_02,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,game_03,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,eng_01,27,26,True,27,0.45833333333333337,0.45833333333333337,0.18598178137651822,0.3793859649122807
swm3,B2,eng_02,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,eng_03,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,biz_01,4,3,False,,0.00558659217877095,0.45833333333333337,0.18095576464438565,-0.07336077624228168
swm3,B2,biz_02,13,12,False,,0.14317811466100439,0.45833333333333337,0.15030891562511164,0.1414237286960921
swm3,B2,biz_03,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm3,B2,med_01,4,3,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm4,B2,sci_01,8,7,False,,0.0,0.45833333333333337,0.15350877192982457,0.0
swm4,B2,sci_02,31,30,True,31,0.45833333333333337,0.45833333333333337,0.17923849478769388,0.3793859649122807
swm4,B2,sci_03,31,30,True,31,0.45833333333333337,0.45833333333333337,0.17944630093752903,0.3793859649122807
swm4,B2,cs_01,7,6,False,,0.0,0.45833333333333337,0.179093567251462,-0.07894736842105263
swm4,B2,cs_02,33,32,True,33,0.45833333333333337,0.45833333333333337,0.18469024122807018,0.3793859649122807
swm4,B2,cs_03,33,32,True,33,0.45833333333333337,0.45833333333333337,0.18469024122807018,0.3793859649122807
swm4,B2,hist_01,31,30,False,,0.014492753623188406,0.45833333333333337,0.1795766590389016,-0.06445461479786423
swm4,B2,hist_02,31,30,False,,0.010869565217391304,0.45833333333333337,0.17945588609204172,-0.06807780320366133
swm4,B2,hist_03,23,22,False,,0.16781230272848424,0.45833333333333337,0.16029969633264846,0.16492212931807962
swm4,B2,phil_01,23,22,False,,0.16283976519955679,0.45833333333333337,0.1600860255261945,0.16283976519955679
swm4,B2,phil_02,21,20,False,,0.0,0.45833333333333337,0.16798458540977199,0.0
swm4,B2,phil_03,31,30,True,31,0.45833333333333337,0.45833333333333337,0.179093567251462,0.45833333333333337
swm4,B2,law_01,27,26,False,,0.12306689444344543,0.45833333333333337,0.17022691017083985,0.12306689444344543
swm4,B2,law_02,31,30,True,31,0.45833333333333337,0.45833333333333337,0.1793333754049392,0.3793859649122807
swm4,B2,law_03,33,32,True,33,0.45833333333333337,0.45833333333333337,0.18469024122807018,0.3793859649122807
swm4,B2,game_01,21,20,False,,0.013333333333333334,0.45833333333333337,0.16259938018699444,0.013333333333333334
swm4,B2,game_02,31,30,False,,0.009146341463414634,0.45833333333333337,0.1793984453002425,-0.069801026957638
swm4,B2,game_03,29,28,False,,0.15399134057377795,0.45833333333333337,0.17864629545412333,0.07504397215272532
swm4,B2,eng_01,10,9,False,,0.007692307692307693,0.45833333333333337,0.14659375323527682,0.007692307692307693
swm4,B2,eng_02,33,32,True,33,0.45833333333333337,0.45833333333333337,0.18469024122807018,0.3793859649122807
swm4,B2,eng_03,8,7,False,,0.007425742574257425,0.45833333333333337,0.15530219303017637,-0.0715216258467952
swm4,B2,biz_01,33,32,True,33,0.45833333333333337,0.45833333333333337,0.18469024122807018,0.3793859649122807
swm4,B2,biz_02,15,14,False,,0.21643552134766192,0.45833333333333337,0.162014636043792,0.21643552134766192
swm4,B2,biz_03,31,30,True,31,0.45833333333333337,0.45833333333333337,0.179093567251462,0.3793859649122807
swm4,B2,med_01,23,22,True,23,0.45833333333333337,0.45833333333333337,0.19008705419645083,0.3793859649122807
refl2,C,sci_01,2,1,False,,0.013825577820257461,0.013825577820257461,0.013825577820257461,0
refl2,C,sci_02,2,1,False,,0.0909965034965035,0.0909965034965035,0.0909965034965035,0
refl2,C,sci_03,2,1,False,,0.0935483870967742,0.0935483870967742,0.0935483870967742,0
refl2,C,cs_01,2,1,False,,0.019230769230769232,0.019230769230769232,0.019230769230769232,0
refl2,C,cs_02,2,1,False,,0.04119850187265917,0.04119850187265917,0.04119850187265917,0
refl2,C,cs_03,2,1,False,,0.017964071856287425,0.017964071856287425,0.017964071856287425,0
refl2,C,hist_01,2,1,False,,0.0,0.0,0.0,0
refl2,C,hist_02,4,3,False,,0.06330316742081449,0.06442672371875911,0.04774088158758734,0.047810413797626086
refl2,C,hist_03,4,3,False,,0.04467084639498432,0.04937163375224417,0.032120888587359224,0.042350660780135135
refl2,C,phil_01,2,1,False,,0.003703703703703704,0.003703703703703704,0.003703703703703704,0
refl2,C,phil_02,2,1,False,,0.048494983277591976,0.048494983277591976,0.048494983277591976,0
refl2,C,phil_03,2,1,False,,0.012269938650306749,0.012269938650306749,0.012269938650306749,0
refl2,C,law_01,2,1,False,,0.005747126436781609,0.005747126436781609,0.005747126436781609,0
refl2,C,law_02,2,1,False,,0.02322589202812044,0.02322589202812044,0.02322589202812044,0
refl2,C,law_03,2,1,False,,0.07679180887372014,0.07679180887372014,0.07679180887372014,0
refl2,C,game_01,2,1,False,,0.017361111111111112,0.017361111111111112,0.017361111111111112,0
refl2,C,game_02,2,1,False,,0.04667668670674682,0.04667668670674682,0.04667668670674682,0
refl2,C,game_03,2,1,False,,0.11520225684139963,0.11520225684139963,0.11520225684139963,0
refl2,C,eng_01,2,1,False,,0.06744452540652306,0.06744452540652306,0.06744452540652306,0
refl2,C,eng_02,2,1,False,,0.11170397418259898,0.11170397418259898,0.11170397418259898,0
refl2,C,eng_03,2,1,False,,0.10403210421606301,0.10403210421606301,0.10403210421606301,0
refl2,C,biz_01,2,1,False,,0.10779945051189874,0.10779945051189874,0.10779945051189874,0
refl2,C,biz_02,2,1,False,,0.07589285714285714,0.07589285714285714,0.07589285714285714,0
refl2,C,biz_03,2,1,False,,0.08412390775901714,0.08412390775901714,0.08412390775901714,0
refl2,C,med_01,4,3,False,,0.11247457627118644,0.13651043093381007,0.11673048197198099,0.011268137560239977
debate3,C,sci_01,3,2,False,,0.10030699148346207,0.10030699148346207,0.0841327176288224,0.032348547709279335
debate3,C,sci_02,3,2,False,,0.10451608712085421,0.10451608712085421,0.08331394418154511,0.042404285878618185
debate3,C,sci_03,4,3,False,,0.11498917748917749,0.11498917748917749,0.10866464933885611,0.013181254714972432
debate3,C,cs_01,4,3,False,,0.12911786726562918,0.12911786726562918,0.11093070515253602,0.04888890544132045
debate3,C,cs_02,3,2,False,,0.0830188679245283,0.0830188679245283,0.0812755044145019,0.003486727020052774
debate3,C,cs_03,4,3,False,,0.11219466454123493,0.11568461401319308,0.0970932849744347,0.04879408817235885
debate3,C,hist_01,4,3,False,,0.07889125799573561,0.07889125799573561,0.047329801210398224,0.07889125799573561
debate3,C,hist_02,3,2,False,,0.11610869428157114,0.11610869428157114,0.08165316719978262,0.06891105416357704
debate3,C,hist_03,4,3,False,,0.10028594227955845,0.12751077926175203,0.11022921074386177,-0.02722483698219358
debate3,C,phil_01,4,3,False,,0.1306640347133305,0.1306640347133305,0.10512897449827781,0.049692128698874585
debate3,C,phil_02,4,3,False,,0.08385045228612886,0.13870946127043687,0.09945545505648966,0.008044000673225637
debate3,C,phil_03,3,2,False,,0.11465227637384677,0.11465227637384677,0.10314659324830254,0.02301136625108846
debate3,C,law_01,4,3,False,,0.117718715393134,0.117718715393134,0.1012720470399297,0.02980662748104608
debate3,C,law_02,3,2,False,,0.09973448390308663,0.09973448390308663,0.08697893825319092,0.02551109129979144
debate3,C,law_03,3,2,False,,0.0723845943731221,0.11021428571428571,0.09129944004370391,-0.03782969134116361
debate3,C,game_01,3,2,False,,0.10788861521620143,0.10788861521620143,0.09916815094212417,0.017440928548154516
debate3,C,game_02,4,3,False,,0.10887896825396824,0.10887896825396824,0.09674904305469799,0.027547166912002735
debate3,C,game_03,4,3,False,,0.07692307692307693,0.11220915032679739,0.08685359955948191,0.005494505494505503
debate3,C,eng_01,4,3,False,,0.09462009110266568,0.09462009110266568,0.08043206344486371,0.025762515918251086
debate3,C,eng_02,3,2,False,,0.09969311510407401,0.09969311510407401,0.08463634843208348,0.030113533343981078
debate3,C,eng_03,4,3,False,,0.08924741011578306,0.11141304347826086,0.10206364017859228,-0.016283056825949854
debate3,C,biz_01,4,3,False,,0.09251743390811042,0.10687029011805392,0.08969101596650185,0.022832110034769204
debate3,C,biz_02,3,2,False,,0.10497076023391812,0.10497076023391812,0.08948001702948766,0.030981486408860934
debate3,C,biz_03,3,2,False,,0.09281437125748503,0.09281437125748503,0.09230365757784603,0.0010214273592779738
debate3,C,med_01,4,3,False,,0.12535993937863096,0.14675700981880757,0.1225005215273513,0.029975323994015576
pipe,D,sci_01,5,4,False,,0.11637848772853926,0.12670774100556764,0.09114759476668619,0.1078833420974713
pipe,D,sci_02,5,4,False,,0.11172161172161173,0.1810753493013972,0.11731248751063744,0.06978612785064398
pipe,D,sci_03,4,3,False,,0.0786021505376344,0.25380802038329453,0.13868815667161188,-0.005052148556272326
pipe,D,cs_01,4,3,False,,0.02364211940898165,0.16253228351401633,0.09945613906113648,-0.08855189485142981
pipe,D,cs_02,4,3,False,,0.054713804713804715,0.15863211367150115,0.07765125384085358,0.03510596157654981
pipe,D,cs_03,5,4,False,,0.09259259259259259,0.14823406165818617,0.10688086465661588,-0.017129394736170075
pipe,D,hist_01,3,2,False,,0.05647760120603571,0.1905327034604601,0.12350515233324791,-0.1340551022544244
pipe,D,hist_02,3,2,False,,0.05368098159509203,0.14963214135726619,0.1016565614761791,-0.09595115976217417
pipe,D,hist_03,5,4,False,,0.06992137696557586,0.18642443125201746,0.10031714664052936,0.06465821907083902
pipe,D,phil_01,3,2,False,,0.0034965034965034965,0.1520806756697312,0.07778858958311735,-0.14858417217322772
pipe,D,phil_02,3,2,False,,0.09366399839149503,0.14135257165292503,0.11750828502221003,-0.04768857326143
pipe,D,phil_03,4,3,False,,0.068807994289793,0.12243559627280558,0.10109457478062094,-0.0432321394894712
pipe,D,law_01,5,4,False,,0.06777384696016771,0.204437748036815,0.09281388419321625,0.06494098577036601
pipe,D,law_02,3,2,False,,0.06687898089171974,0.16336813987372512,0.11512356038272242,-0.09648915898200537
pipe,D,law_03,3,2,False,,0.08567960311037613,0.1996452117555034,0.14266240743293976,-0.11396560864512727
pipe,D,game_01,4,3,False,,0.0705163630083758,0.12529905235358085,0.06915795145620177,0.05885792400172714
pipe,D,game_02,4,3,False,,0.07657728706624606,0.20301752109020116,0.1067823864178753,0.03582493596906738
pipe,D,game_03,5,4,False,,0.07908210761496928,0.10992611865197222,0.07827885382057906,0.03741544094830262
pipe,D,eng_01,4,3,False,,0.01858736059479554,0.21831377178970762,0.10260672561456453,-0.05233168386439489
pipe,D,eng_02,4,3,False,,0.08208733523265728,0.25295793296971614,0.12377638104649542,0.04580346029554442
pipe,D,eng_03,3,2,False,,0.06996953330563634,0.15148254423720708,0.1107260387714217,-0.08151301093157075
pipe,D,biz_01,5,4,False,,0.10503437070366205,0.1623511300581946,0.09585142257434225,0.08289248736545969
pipe,D,biz_02,4,3,False,,0.07835499513363134,0.1799628853291283,0.09347244265885726,0.056255547619819185
pipe,D,biz_03,4,3,False,,0.07987161240585898,0.11510559138496762,0.06867861287175953,0.068812977581407
pipe,D,med_01,5,4,False,,0.08526383526383526,0.13860532244438187,0.06484114694819364,0.0687145215558213
